,CG_PROD,DES_PROD,CANT,SIMULTANEO,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
1521,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-08-10 15:44:27.563,59234,2022-08-10 13:49:51.000,2022-08-10 15:44:15.577,295.0
1522,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-08-10 15:44:51.943,59235,2022-08-10 13:49:51.000,2022-08-10 15:44:37.800,295.0
1523,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-08-10 15:45:17.330,59236,2022-08-10 13:49:51.000,2022-08-10 15:45:05.187,295.0
1524,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-08-10 15:45:38.337,59237,2022-08-10 13:49:51.000,2022-08-10 15:45:26.647,295.0
1525,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-08-10 15:45:59.830,59238,2022-08-10 13:49:51.000,2022-08-10 15:45:47.490,295.0
1526,1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738213,2022-07-19 07:08:51.610,59232,2022-07-19 00:00:00.000,2022-07-19 07:08:05.837,295.0
1527,1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-07-19 11:02:37.930,59239,2022-07-19 00:00:00.000,2022-07-19 11:01:13.293,365.0
1528,1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738211,2022-07-19 11:03:20.960,59240,2022-07-19 07:00:29.943,2022-07-19 11:02:53.740,365.0
1529,1836X1R1RHM1214,"1800 1.1/2""x2"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738196,2022-08-24 14:54:04.930,59146,2022-08-24 00:00:00.000,2022-08-24 14:53:45.633,1535.2
1530,1836X1R1RHM1214,"1800 1.1/2""x2"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738240,738196,2022-08-24 14:54:29.497,59147,2022-08-24 06:56:00.033,2022-08-24 14:54:15.047,1535.2
1531,2842J2R1RGM1010,"2800 2""J3"" 300(RF)x150(RF) Con Palanca, Bonete abierto",1.0,[0. 0. 0. ... 0. 0. 0.],738239,738254,2022-09-21 07:22:41.703,59371,2022-09-21 06:55:30.177,2022-09-21 07:22:14.630,1912.0
1532,2842J2R1RGM1010,"2800 2""J3"" 300(RF)x150(RF) Con Palanca, Bonete abierto",1.0,[0. 0. 0. ... 0. 0. 0.],738239,738254,2022-09-21 07:23:22.623,59372,2022-09-21 06:55:32.893,2022-09-21 07:23:03.077,1912.0
1533,1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738238,738217,2022-07-08 14:25:50.063,59251,2022-07-08 07:01:14.817,2022-07-08 14:25:03.930,363.2
1534,1721D8M7HAM1325,"1700 3/4""x1"" BSPT(M)xBSP(H) Tob 1""Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738238,738211,2022-07-05 09:33:59.883,59197,2022-07-04 15:37:07.897,2022-07-05 09:33:45.187,355.2
1535,1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738238,738220,2022-07-19 07:40:41.543,59259,2022-07-19 00:00:00.000,2022-07-19 07:35:39.860,512.0
1536,022512R2R20151 ,"AR-20 1"" Cab Rosc.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738175,2022-07-13 14:27:22.490,59057,2022-07-13 08:40:45.227,2022-07-13 14:27:09.093,1728.8
1537,022512R2R20151 ,"AR-20 1"" Cab Rosc.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738175,2022-07-13 14:27:00.400,59058,2022-07-13 08:40:43.350,2022-07-13 14:26:46.403,1728.8
1538,022512R2R20151 ,"AR-20 1"" Cab Rosc.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738175,2022-07-13 14:27:43.187,59059,2022-07-13 08:40:45.227,2022-07-13 14:27:30.103,1728.8
1539,032542R2R20143,"AR-30 1""x1"" A.D.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738182,2022-07-26 12:27:06.720,59111,2022-07-26 08:45:26.907,2022-07-26 12:26:52.733,1232.0
1540,033542R2R20143,"AR-30 1.1/2"" A.D.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738183,2022-07-27 15:34:32.353,59110,2022-07-27 06:53:41.810,2022-07-27 15:33:59.760,1448.0
1541,072522R2R20151,"AR-70 1"" Cab Brid.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738176,2022-07-13 14:28:03.410,59056,2022-07-13 08:40:45.227,2022-07-13 14:27:51.320,1964.8
1542,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738237,738217,2022-07-08 14:24:45.737,59256,2022-07-08 00:00:00.000,2022-07-08 14:22:30.750,531.0
1543,1821X8M7HFM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738234,738207,2022-08-01 12:44:22.320,59181,2022-08-01 07:06:56.853,2022-08-01 12:43:34.170,460.8
1544,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738234,738207,2022-08-05 12:08:12.393,59180,2022-08-05 00:00:00.000,2022-08-05 12:07:23.690,723.2
1545,1515X7M7HAM2519,"1500 1/2""x1/2"" BSP(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738233,738207,2022-07-05 09:36:14.070,59179,2022-07-04 15:37:10.060,2022-07-05 09:35:57.083,223.2
1546,1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738233,738204,2022-06-24 14:58:23.680,59176,2022-06-24 00:00:00.000,2022-06-24 14:56:42.690,521.6
1547,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:03:42.143,59071,2022-08-04 07:22:33.873,2022-08-04 14:03:29.250,85.0
1548,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:04:04.427,59068,2022-08-04 07:22:33.873,2022-08-04 14:03:51.290,85.0
1549,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:04:29.600,59069,2022-08-04 07:22:33.873,2022-08-04 14:04:16.897,85.0
1550,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:51:12.410,59070,2022-08-04 07:22:33.873,2022-08-04 13:50:54.927,85.0
1551,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:03:19.497,59067,2022-08-04 00:00:00.000,2022-08-04 14:03:02.147,85.0
1552,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:51:42.427,59073,2022-08-04 07:22:33.873,2022-08-04 13:51:29.397,85.0
1553,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:52:33.223,59074,2022-08-04 07:22:33.873,2022-08-04 13:52:17.240,85.0
1554,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:52:55.950,59075,2022-08-04 07:22:33.873,2022-08-04 13:52:44.417,85.0
1555,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:53:25.450,59072,2022-08-04 07:22:33.873,2022-08-04 13:53:08.130,85.0
1556,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:54:44.670,59078,2022-08-04 07:22:33.873,2022-08-04 13:53:35.987,85.0
1557,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:54:29.940,59079,2022-08-04 07:22:33.873,2022-08-04 13:54:13.560,85.0
1558,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:55:23.483,59080,2022-08-04 07:22:33.873,2022-08-04 13:54:43.860,85.0
1559,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:57:50.820,59081,2022-08-04 07:22:33.873,2022-08-04 13:57:18.390,85.0
1560,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:58:19.463,59077,2022-08-04 07:22:33.873,2022-08-04 13:58:06.437,85.0
1561,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 13:59:30.847,59083,2022-08-04 07:22:33.873,2022-08-04 13:59:11.437,85.0
1562,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:00:08.927,59084,2022-08-04 07:22:33.873,2022-08-04 13:59:53.607,85.0
1563,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:00:31.250,59085,2022-08-04 07:22:33.873,2022-08-04 14:00:18.717,85.0
1564,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:04:57.563,59066,2022-08-04 07:22:33.873,2022-08-04 14:04:40.910,85.0
1565,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:01:03.043,59082,2022-08-04 07:22:33.873,2022-08-04 14:00:44.850,85.0
1566,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738230,738175,2022-08-04 14:01:33.290,59076,2022-08-04 07:22:33.873,2022-08-04 14:01:21.787,85.0
1567,1621D1R1RSM1010,"1600 3/4"" x 1"" 150(RF) x 150(RF) Tob 1""Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738190,2022-06-30 11:36:18.287,59135,2022-06-30 00:00:00.000,2022-06-30 11:36:01.200,719.1
1568,1621D1R1RSM1010,"1600 3/4"" x 1"" 150(RF) x 150(RF) Tob 1""Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738191,2022-06-30 11:36:41.843,59134,2022-06-30 11:25:55.830,2022-06-30 11:36:26.667,719.1
1569,2828D1R1RSM1014,"2800 1""D2"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738203,2022-06-28 11:10:32.887,59168,2022-06-28 06:49:26.830,2022-06-28 11:10:09.197,880.8
1570,2828D1R1RSM1014,"2800 1""D2"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738203,2022-06-28 11:10:56.103,59167,2022-06-28 06:49:26.830,2022-06-28 11:10:43.267,880.8
1571,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738185,2022-07-01 14:27:15.223,59126,2022-07-01 06:56:10.800,2022-07-01 14:27:00.910,1307.2
1572,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738185,2022-07-01 14:28:03.550,59125,2022-07-01 06:56:10.800,2022-07-01 14:27:46.310,1307.2
1573,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738227,738185,2022-07-01 14:27:36.877,59124,2022-07-01 06:56:10.800,2022-07-01 14:27:24.253,1307.2
1574,2851L1R1RAM1012,"2800 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738226,738172,2022-06-24 10:43:26.167,59046,2022-06-24 07:00:11.480,2022-06-24 10:42:58.097,2874.7
1575,2842H1R1RSM1010,"2800 2""H3"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738225,738183,2022-06-22 14:08:35.203,59112,2022-06-22 06:50:16.407,2022-06-22 13:42:18.447,1320.0
1576,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738224,738203,2022-07-05 15:20:51.330,59157,2022-07-04 15:37:10.060,2022-07-05 15:20:36.963,385.6
1577,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738224,738203,2022-07-05 15:21:21.187,59156,2022-07-04 15:37:10.060,,385.6
1578,1827X7M7HFM1110,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738223,738207,2022-06-23 14:59:08.133,59183,2022-06-23 14:57:48.870,2022-06-23 14:58:35.313,763.2
1579,1836X8M7HSM1910,"1800 1.1/2""x2"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738223,738183,2022-07-01 14:26:12.123,59108,2022-07-01 00:00:00.000,2022-07-01 14:24:38.943,960.0
1580,1836XZC7HFM1214,"1800 1.1/2""x2"" CLAMPxBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738223,738238,2022-06-28 13:56:27.167,59182,2022-06-28 00:00:00.000,,1270.4
1581,2651K1R1RAM1014,"2600 3""K4"" 150(RF)x150(RF) con fuelle",1.0,[0. 0. 0. ... 0. 0. 0.],738221,738170,2022-06-30 08:28:01.710,59028,2022-06-30 06:56:11.737,2022-06-30 08:27:47.143,2678.0
1582,2651K1R1RAM1014,"2600 3""K4"" 150(RF)x150(RF) con fuelle",1.0,[0. 0. 0. ... 0. 0. 0.],738221,738170,2022-06-30 08:27:35.613,59029,2022-06-30 00:00:00.000,2022-06-30 08:27:06.363,2678.0
1583,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738220,738196,2022-06-03 15:06:14.017,59140,2022-06-03 07:02:51.923,2022-06-03 15:06:00.607,482.0
1584,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738220,738196,2022-06-03 15:05:19.057,59141,2022-06-03 00:00:00.000,2022-06-03 15:04:44.867,482.0
1585,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738220,738196,2022-06-03 15:05:43.973,59142,2022-06-03 07:02:51.923,2022-06-03 15:05:28.427,482.0
1586,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738220,738196,2022-06-03 15:07:12.037,59139,2022-06-03 07:02:51.923,2022-06-03 15:06:51.170,482.0
1587,1832X8M7HFM1310,"1800 1.1/4""x2"" BSPT(M)xBSP(H) con palanca.",1.0,[0. 0. 0. ... 0. 0. 0.],738219,738179,2022-08-05 08:47:28.207,59089,2022-08-05 06:46:05.633,2022-08-05 08:47:12.977,821.0
1588,1832X8M7HFM1310,"1800 1.1/4""x2"" BSPT(M)xBSP(H) con palanca.",1.0,[0. 0. 0. ... 0. 0. 0.],738219,738275,2022-08-08 07:23:49.047,59088,2022-08-08 06:47:00.980,2022-08-08 07:23:29.403,821.0
1589,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738217,738185,2022-06-21 14:14:51.190,59127,2022-06-21 00:00:00.000,2022-06-21 14:14:34.673,616.0
1590,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738217,738185,2022-06-21 14:12:48.340,59128,2022-06-21 00:00:00.000,2022-06-21 14:12:30.997,616.0
1591,1840X8M7HFM1310,"1800 2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738190,2022-06-27 14:55:54.607,59138,2022-06-27 07:40:05.473,2022-06-27 14:55:39.420,676.8
1592,1840X9M9HAM1214,"1800 2"" x 2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738172,2022-06-24 07:45:39.230,59060,2022-06-24 07:00:11.480,2022-06-24 07:45:27.877,1244.8
1593,1840X9M9HAM1214,"1800 2"" x 2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738172,2022-06-24 07:45:18.237,59061,2022-06-24 07:00:11.480,2022-06-24 07:45:06.030,1244.8
1594,1840X9M9HAM1214,"1800 2"" x 2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738172,2022-06-24 07:44:54.933,59062,2022-06-24 07:00:11.480,2022-06-24 07:44:42.290,1244.8
1595,1840X9M9HAM1214,"1800 2"" x 2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738172,2022-06-24 07:44:32.500,59063,2022-06-24 07:26:59.863,2022-06-24 07:44:16.323,1244.8
1596,2851K1R1RFM1010,"2800 3""K4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738213,738175,2022-06-28 11:09:56.680,59064,2022-06-28 06:49:24.117,2022-06-28 11:09:38.207,2184.8
1597,1821X8M7HSM1214,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738211,738223,2022-07-20 14:05:06.903,59277,2022-07-20 07:20:33.073,2022-07-20 14:04:05.573,853.6
1598,1841X7M7HFM1310,"1800 2""x2.1/2"" BSP(M)xBSP(H) Con Palanca.",1.0,[0. 0. 0. ... 0. 0. 0.],738210,738175,2022-05-27 11:53:10.940,59065,2022-05-27 07:03:57.410,2022-05-27 11:52:09.400,733.6
1599,1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738208,738190,2022-06-10 07:45:49.850,59136,2022-06-10 07:00:22.970,2022-06-10 07:45:28.167,355.2
1600,1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738208,738190,2022-06-10 07:45:18.347,59137,2022-06-10 07:00:22.970,2022-06-10 07:44:42.380,355.2
1601,1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738183,2022-06-10 11:08:50.983,59120,2022-06-10 07:00:22.970,2022-06-10 11:05:20.340,329.6
1602,1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738183,2022-06-10 11:09:56.933,59118,2022-06-10 07:00:24.590,2022-06-10 11:09:00.050,329.6
1603,1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738183,2022-06-10 11:10:40.817,59119,2022-06-10 07:00:24.590,2022-06-10 11:10:07.443,329.6
1604,1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738183,2022-06-10 11:11:17.673,59121,2022-06-10 07:00:24.590,2022-06-10 11:10:50.120,329.6
1605,2836E4R2RAM1017,"2800 1.1/2""E2"" 900(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:34:33.610,58999,2022-06-15 12:58:59.973,2022-06-15 14:34:20.363,1601.6
1606,2836E4R2RAM1017,"2800 1.1/2""E2"" 900(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:34:10.473,59004,2022-06-15 12:58:59.973,2022-06-15 14:33:49.210,1601.6
1607,2836F3R1RAM1017,"2800 1.1/2""F2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738154,2022-06-15 14:32:59.800,58998,2022-06-15 12:58:59.973,2022-06-15 14:32:43.937,1037.4
1608,2836F3R1RAM1017,"2800 1.1/2""F2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738154,2022-06-15 14:33:37.987,59003,2022-06-15 12:58:59.973,2022-06-15 14:33:12.183,1037.4
1609,2842H2R1RAM1017,"2800 2""H3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:31:51.820,58997,2022-06-15 12:58:59.973,2022-06-15 14:31:35.563,1309.7
1610,2842H2R1RAM1017,"2800 2""H3"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:31:21.647,59002,2022-06-15 12:58:59.973,2022-06-15 14:30:46.063,1309.7
1611,2842J1R1RAM1016,"2800 2""J3"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:29:40.883,58996,2022-06-15 12:58:55.530,2022-06-15 14:29:07.263,1155.0
1612,2842J1R1RAM1016,"2800 2""J3"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:30:35.200,59000,2022-06-15 12:58:59.973,2022-06-15 14:30:21.843,1155.0
1613,2842J1R1RAM1016,"2800 2""J3"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738207,738151,2022-06-15 14:30:11.923,59001,2022-06-15 12:58:59.973,2022-06-15 14:29:51.630,1155.0
1614,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738204,738179,2022-05-31 12:41:47.820,59087,2022-05-31 00:00:00.000,2022-05-31 12:40:57.127,616.0
1615,1717D9H9HAM1325,"1700 1/2""x1"" NPT(H)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738203,738172,2022-06-09 14:21:56.007,59052,2022-06-09 08:26:14.743,2022-06-09 14:21:35.363,329.6
1616,1717D9H9HAM1325,"1700 1/2""x1"" NPT(H)xNPT(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738203,738172,2022-06-09 14:19:23.803,59053,2022-06-09 08:26:14.743,2022-06-09 14:19:05.527,329.6
1617,1821X9H9HAM1310,"1800 3/4""x1"" NPT(H)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738203,738172,2022-06-10 07:44:32.110,59054,2022-06-10 07:00:22.970,2022-06-10 07:44:07.123,394.4
1618,1821X9H9HAM1310,"1800 3/4""x1"" NPT(H)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738203,738172,2022-06-10 07:43:56.667,59055,2022-06-10 00:00:00.000,2022-06-10 07:43:32.727,394.4
1619,1821X8M7HAM1310,"1800 3/4""x1"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738200,738197,2022-05-19 10:58:53.730,59152,2022-05-19 10:57:46.713,2022-05-19 10:58:36.613,43.8559141616282
1620,1821X8M7HAM1310,"1800 3/4""x1"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738200,738197,2022-05-19 10:59:15.690,59151,2022-05-19 06:57:14.327,2022-05-19 10:59:03.600,43.8559141616282
1621,1827X9M9HAM1310,"1800 1""x1.1/2"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738200,738170,2022-06-22 13:41:33.477,59042,2022-06-22 06:50:16.407,2022-06-22 13:41:01.940,448.8
1622,1827X9M9HAM1310,"1800 1""x1.1/2"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738200,738170,2022-06-22 13:42:10.193,59043,2022-06-22 06:50:16.407,2022-06-22 13:41:43.703,448.8
1623,1836X9M9HAM1310,"1800 1.1/2""x2"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738200,738170,2022-06-22 13:38:25.827,59041,2022-06-22 06:50:12.103,2022-06-22 13:38:08.707,632.0
1624,1816XZC7HAM1214,"1800 1/2""x3/4"" CLAMPxBSPH",1.0,[0. 0. 0. ... 0. 0. 0.],738199,738170,2022-05-23 10:46:08.293,59040,2022-05-23 06:54:49.673,2022-05-23 10:45:49.443,946.0
1625,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738199,738170,2022-05-23 10:45:40.130,59039,2022-05-23 00:00:00.000,2022-05-23 10:45:01.303,977.0
1626,2836E4R2RAM1017,"2800 1.1/2""E2"" 900(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738198,738127,2022-06-07 14:37:02.850,58873,2022-06-07 06:54:54.493,2022-06-07 14:36:51.620,1601.6
1627,2836E4R2RAM1017,"2800 1.1/2""E2"" 900(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738198,738127,2022-06-07 14:37:30.053,58877,2022-06-07 06:54:54.493,2022-06-07 14:37:12.990,1601.6
1628,2836E4R2RAM1017,"2800 1.1/2""E2"" 900(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738198,738127,2022-06-07 14:37:52.133,58881,2022-06-07 06:54:54.493,2022-06-07 14:37:39.700,1601.6
